season_year,team_league_id,team_league_name,team_id,team_name,player_id,player_name,g,gs,pa,ab,r,h,h1b,h2b,h3b,hr,tb,rbi,bb,hbp,ibb,sh,sf,so,gidp,sb,cs,e,pb
2024,2,パ・リーグ,12,ソフトバンク,2103731,長谷川　威展,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,2,パ・リーグ,12,ソフトバンク,2103735,正木　智也,80,75,282,263,21,71,43,21,0,7,113,29,11,5,0,1,2,65,4,1,0,2,0
2024,2,パ・リーグ,12,ソフトバンク,2104035,野村　勇,38,12,50,43,9,5,5,0,0,0,5,1,6,0,1,1,0,18,1,4,0,1,0
2024,2,パ・リーグ,12,ソフトバンク,2104078,前田　悠伍,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,12,ソフトバンク,2105889,ウォーカー,20,17,66,65,2,11,7,3,0,1,17,3,0,1,0,0,0,19,1,1,0,0,0
2024,2,パ・リーグ,12,ソフトバンク,2107792,前田　純,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,12,ソフトバンク,2107900,吉田　賢吾,10,7,27,26,2,5,5,0,0,0,5,2,0,0,0,0,1,4,0,0,0,0,0
2024,2,パ・リーグ,12,ソフトバンク,2107909,松本　晴,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,12,ソフトバンク,2108558,岩井　俊介,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,12,ソフトバンク,2110167,大山　凌,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,2,パ・リーグ,376,楽天,700065,岸　孝之,22,22,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,2,パ・リーグ,376,楽天,700069,田中　将大,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,900056,浅村　栄斗,143,131,552,471,51,119,86,19,0,14,180,60,68,4,4,0,9,101,12,1,2,9,0
2024,2,パ・リーグ,376,楽天,1100103,鈴木　大地,123,110,460,406,41,108,88,11,5,4,141,41,23,13,0,15,3,43,4,0,0,3,0
2024,2,パ・リーグ,376,楽天,1100130,岡島　豪郎,31,21,93,80,6,16,13,1,1,1,22,6,11,1,1,1,0,15,3,0,1,0,0
2024,2,パ・リーグ,376,楽天,1100132,島内　宏明,40,36,154,131,8,28,24,3,1,0,33,12,16,3,0,0,3,16,4,0,0,0,0
2024,2,パ・リーグ,376,楽天,1200117,則本　昂大,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,2,パ・リーグ,376,楽天,1350475,吉川　雄大,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1400107,田中　貴也,17,0,12,10,0,1,1,0,0,0,1,0,2,0,0,0,0,4,1,0,0,0,1
2024,2,パ・リーグ,376,楽天,1400186,山田　遥楓,25,5,27,25,2,4,2,2,0,0,6,1,2,0,0,0,0,10,0,0,0,1,0
2024,2,パ・リーグ,376,楽天,1460250,フランコ,68,62,243,229,20,50,37,5,0,8,79,30,9,2,0,0,3,49,7,0,0,1,0
2024,2,パ・リーグ,376,楽天,1500078,阿部　寿樹,78,63,254,229,19,52,28,13,2,9,96,32,20,1,0,4,0,54,3,0,2,3,0
2024,2,パ・リーグ,376,楽天,1551037,小孫　竜二,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1560685,ターリー,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1600003,茂木　栄五郎,46,10,75,68,6,18,12,4,1,1,27,8,5,0,0,1,1,13,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1600004,堀内　謙伍,4,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2024,2,パ・リーグ,376,楽天,1600007,村林　一輝,139,135,571,518,51,125,103,13,3,6,162,50,21,2,0,23,7,91,11,5,1,13,0
2024,2,パ・リーグ,376,楽天,1600012,宋　家豪,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1600092,藤平　尚真,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1600094,田中　和基,68,1,34,31,8,4,3,1,0,0,5,1,0,0,0,3,0,9,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1600099,石原　彪,68,52,172,146,9,25,16,5,0,4,42,13,13,0,0,13,0,50,4,0,0,1,3
2024,2,パ・リーグ,376,楽天,1600142,酒居　知史,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1700034,山﨑　剛,5,2,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1700062,櫻井　周斗,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1750493,西垣　雅矢,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1800044,伊藤　裕季也,44,31,125,115,10,30,21,6,1,2,44,10,5,1,0,4,0,34,2,0,1,2,0
2024,2,パ・リーグ,376,楽天,1800117,辰己　涼介,143,142,597,537,68,158,117,22,12,7,225,58,44,8,2,2,6,108,10,20,2,2,0
2024,2,パ・リーグ,376,楽天,1800118,太田　光,94,81,269,230,23,45,30,10,3,2,67,23,13,2,1,23,1,58,1,2,0,3,0
2024,2,パ・リーグ,376,楽天,1800120,弓削　隼人,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1800122,渡邊　佳明,47,38,154,136,9,34,32,2,0,0,36,11,11,0,1,5,2,26,3,0,0,0,0
2024,2,パ・リーグ,376,楽天,1800123,小郷　裕哉,143,143,642,565,64,145,108,24,6,7,202,49,68,3,3,1,5,120,6,32,5,3,0
2024,2,パ・リーグ,376,楽天,1800124,鈴木　翔天,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1800125,清宮　虎多朗,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,1900112,小深田　大翔,134,128,522,450,50,103,87,9,4,3,129,23,42,2,0,25,3,84,5,29,10,5,0
2024,2,パ・リーグ,376,楽天,1900113,黒川　史陽,22,15,60,56,8,13,11,1,0,1,17,8,4,0,0,0,0,12,2,0,0,2,0
2024,2,パ・リーグ,376,楽天,1900114,津留﨑　大成,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,2,パ・リーグ,376,楽天,1900115,武藤　敦貴,7,1,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
2024,2,パ・リーグ,376,楽天,1900117,瀧中　瞭太,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,2,パ・リーグ,376,楽天,1950278,中島　大輔,37,31,128,123,18,28,18,8,1,1,41,10,2,3,0,0,0,21,2,1,0,0,0
2024,2,パ・リーグ,376,楽天,1961850,ポンセ,15,12,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2000121,早川　隆久,25,25,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0
2024,2,パ・リーグ,376,楽天,2000122,高田　孝一,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2000123,藤井　聖,22,22,4,4,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2000125,入江　大樹,5,3,14,12,2,5,5,0,0,0,5,0,1,0,0,1,0,3,0,0,0,1,0
2024,2,パ・リーグ,376,楽天,2000126,内　星龍,20,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0
2024,2,パ・リーグ,376,楽天,2103736,松井　友飛,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2103740,安田　悠馬,34,29,128,122,12,32,24,6,0,2,44,9,6,0,0,0,0,38,1,0,0,0,0
2024,2,パ・リーグ,376,楽天,2103955,宮森　智志,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2105038,伊藤　茉央,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2105140,渡辺　翔太,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2024,2,パ・リーグ,376,楽天,2105283,平良　竜哉,18,5,24,21,4,3,3,0,0,0,3,3,2,0,0,1,0,3,0,0,1,0,0
2024,2,パ・リーグ,376,楽天,2106793,荘司　康誠,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2107887,辰見　鴻之介,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2108325,日當　直喜,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2110316,古謝　樹,15,15,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
2024,2,パ・リーグ,376,楽天,2112001,坂井　陽翔,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,パ・リーグ,376,楽天,2112172,松田　啄磨,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,1,セ・リーグ,1,巨人,700003,坂本　勇人,62,37,173,154,7,32,19,10,0,3,51,22,14,1,1,0,4,40,6,0,0,3,0
2025,1,セ・リーグ,1,巨人,700069,田中　将大,10,10,14,13,1,2,1,1,0,0,3,0,0,0,0,1,0,9,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,800043,丸　佳浩,90,81,369,326,30,87,59,19,3,6,130,26,40,0,5,1,2,57,5,5,4,3,0
2025,1,セ・リーグ,1,巨人,900397,長野　久義,17,2,24,22,1,3,3,0,0,0,3,0,2,0,0,0,0,8,0,0,0,1,0
2025,1,セ・リーグ,1,巨人,1000176,甲斐　拓也,68,64,250,223,17,58,50,4,0,4,74,20,23,0,5,2,2,58,8,3,1,1,2
2025,1,セ・リーグ,1,巨人,1100062,乙坂　智,5,0,5,5,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1300027,小林　誠司,14,6,26,21,2,3,2,1,0,0,4,1,3,0,0,2,0,8,1,0,0,0,0
2025,1,セ・リーグ,1,巨人,1400101,岡本　和真,69,69,293,251,38,82,45,21,1,15,150,49,33,7,2,0,2,33,5,1,1,5,0
2025,1,セ・リーグ,1,巨人,1450689,船迫　大雅,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1450977,森田　駿哉,9,7,12,9,0,1,1,0,0,0,1,0,1,0,0,2,0,5,1,0,0,0,0
2025,1,セ・リーグ,1,巨人,1500047,重信　慎之介,10,0,3,3,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0
2025,1,セ・リーグ,1,巨人,1500052,中川　皓太,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2025,1,セ・リーグ,1,巨人,1500054,増田　大輝,53,3,25,22,5,3,2,1,0,0,4,0,0,0,0,3,0,7,0,3,2,1,0
2025,1,セ・リーグ,1,巨人,1561778,バルドナード,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,1,セ・リーグ,1,巨人,1600001,オコエ　瑠偉,61,28,140,126,12,31,25,4,2,0,39,5,7,1,1,6,0,29,1,3,3,2,0
2025,1,セ・リーグ,1,巨人,1600059,吉川　尚輝,107,106,455,404,33,112,91,15,3,3,142,32,41,5,0,2,3,63,7,8,3,6,0
2025,1,セ・リーグ,1,巨人,1600100,高梨　雄平,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1600138,郡　拓也,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1650818,鈴木　大和,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1651302,岡田　悠希,11,4,19,18,1,3,2,1,0,0,4,2,1,0,0,0,0,10,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1700010,マルティネス,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,1,セ・リーグ,1,巨人,1700027,田中　瑛斗,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,1,セ・リーグ,1,巨人,1700043,岸田　行倫,87,69,299,266,25,78,61,9,0,8,111,39,25,1,2,6,1,44,4,0,1,5,2
2025,1,セ・リーグ,1,巨人,1700044,大城　卓三,56,15,99,91,6,17,11,3,0,3,29,10,6,1,1,0,1,27,4,0,0,4,0
2025,1,セ・リーグ,1,巨人,1700049,湯浅　大,8,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2025,1,セ・リーグ,1,巨人,1700077,馬場　皐輔,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1700136,リチャード,77,64,253,232,17,49,31,7,0,11,89,39,13,6,0,0,2,90,4,1,0,3,0
2025,1,セ・リーグ,1,巨人,1750087,山田　龍聖,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1750321,泉口　友汰,133,132,573,512,67,154,122,23,3,6,201,39,47,4,2,7,3,60,8,4,5,11,0
2025,1,セ・リーグ,1,巨人,1800024,増田　陸,87,65,286,264,22,61,46,10,0,5,86,21,13,3,1,3,3,62,4,0,3,2,0
2025,1,セ・リーグ,1,巨人,1800026,横川　凱,25,8,14,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1800028,戸郷　翔征,21,20,35,28,1,3,3,0,0,0,3,0,0,0,0,7,0,14,0,0,0,1,0
2025,1,セ・リーグ,1,巨人,1800111,泉　圭輔,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1850035,西舘　勇陽,15,7,10,8,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1900016,堀田　賢慎,8,3,5,5,1,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1900019,井上　温大,20,20,30,29,1,2,2,0,0,0,2,1,0,0,0,1,0,17,0,0,0,2,0
2025,1,セ・リーグ,1,巨人,1900020,山瀬　慎之助,1,1,4,4,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1951153,浦田　俊輔,22,13,60,53,4,11,9,2,0,0,13,4,3,1,0,3,0,7,1,0,1,0,0
2025,1,セ・リーグ,1,巨人,1961194,ケラー,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,1961407,グリフィン,14,13,23,19,0,3,3,0,0,0,3,0,1,0,0,3,0,6,0,0,0,2,0
2025,1,セ・リーグ,1,巨人,1961425,ヘルナンデス,52,41,171,152,14,32,22,8,0,2,46,8,18,1,1,0,0,34,5,0,3,3,0
2025,1,セ・リーグ,1,巨人,2000005,平内　龍太,12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2000006,山﨑　伊織,25,25,49,46,2,6,4,2,0,0,8,3,1,0,0,2,0,18,1,0,0,1,0
2025,1,セ・リーグ,1,巨人,2000007,中山　礼都,103,72,312,287,35,76,56,13,0,7,110,32,20,3,1,2,0,42,6,1,2,4,0
2025,1,セ・リーグ,1,巨人,2000009,秋広　優人,5,1,8,7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2000018,戸田　懐生,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2000040,石川　達也,41,5,7,7,0,2,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2000070,若林　楽人,86,54,241,216,30,52,37,10,2,3,75,16,15,5,0,4,1,40,0,9,1,1,0
2025,1,セ・リーグ,1,巨人,2100225,笹原　操希,13,4,22,20,1,2,2,0,0,0,2,0,2,0,0,0,0,7,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2102410,浅野　翔吾,29,18,83,75,6,14,8,4,0,2,24,8,4,2,1,1,1,17,1,1,0,0,0
2025,1,セ・リーグ,1,巨人,2103689,赤星　優志,22,22,38,30,1,7,7,0,0,0,7,2,3,0,0,5,0,12,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2103697,大勢,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2103705,菊地　大稀,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2104612,三塚　琉生,6,2,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2105013,萩尾　匡也,9,6,25,23,0,4,4,0,0,0,4,0,1,0,1,1,0,5,0,1,0,0,0
2025,1,セ・リーグ,1,巨人,2106178,佐々木　俊輔,53,32,161,141,14,35,30,4,1,0,41,10,10,0,0,10,0,34,2,1,4,1,0
2025,1,セ・リーグ,1,巨人,2107874,門脇　誠,81,41,176,157,14,35,28,6,1,0,43,4,10,1,0,8,0,32,2,6,1,3,0
2025,1,セ・リーグ,1,巨人,2108022,又木　鉄平,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2025,1,セ・リーグ,1,巨人,2108523,荒巻　悠,31,12,61,54,1,16,14,1,0,1,20,1,7,0,0,0,0,13,0,0,2,1,0
2025,1,セ・リーグ,1,巨人,2108683,フルプ,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2116069,石塚　裕惺,9,0,9,9,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2117397,宮原　駿介,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,1,巨人,2118420,キャベッジ,123,110,476,431,50,115,71,26,1,17,194,51,37,5,3,1,2,144,4,5,3,6,0
2025,1,セ・リーグ,2,ヤクルト,12113,石川　雅規,8,7,11,11,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0
2025,1,セ・リーグ,2,ヤクルト,600011,川端　慎吾,2,0,2,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,900044,中村　悠平,74,62,221,187,13,43,36,6,0,1,52,11,22,3,2,8,1,30,6,1,0,4,5
2025,1,セ・リーグ,2,ヤクルト,1000100,西川　遥輝,49,25,134,115,10,20,16,3,1,0,25,6,16,1,0,2,0,32,1,1,0,2,0
2025,1,セ・リーグ,2,ヤクルト,1000132,山田　哲人,108,92,377,338,25,78,49,17,0,12,131,37,33,2,4,0,4,63,8,3,1,4,0
2025,1,セ・リーグ,2,ヤクルト,1200075,石山　泰稚,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1200076,小川　泰弘,13,13,28,22,0,1,0,1,0,0,2,1,0,0,0,5,1,10,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1300029,田口　麗斗,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1300045,高梨　裕稔,17,16,27,24,1,1,1,0,0,0,1,0,0,0,0,3,0,15,0,0,0,2,0
2025,1,セ・リーグ,2,ヤクルト,1400124,太田　賢吾,44,28,131,118,11,27,21,6,0,0,33,6,6,4,0,1,2,28,0,0,0,1,0
2025,1,セ・リーグ,2,ヤクルト,1500042,高橋　奎二,8,8,11,8,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1500090,青柳　晃洋,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1500139,小澤　怜史,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1600003,茂木　栄五郎,53,40,172,150,12,36,29,2,0,5,53,16,19,2,1,1,0,48,2,0,3,1,0
2025,1,セ・リーグ,2,ヤクルト,1600075,星　知弥,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1600078,古賀　優大,87,75,291,264,16,74,61,11,0,2,91,16,12,4,2,9,2,23,14,2,0,3,3
2025,1,セ・リーグ,2,ヤクルト,1600121,矢崎　拓也,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1600169,長谷川　宙輝,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1650165,北村　恵吾,46,30,141,120,15,32,17,10,0,5,57,19,15,4,0,1,1,20,3,0,1,3,0
2025,1,セ・リーグ,2,ヤクルト,1650522,丸山　和郁,39,5,36,32,6,4,4,0,0,0,4,2,2,0,1,2,0,12,0,3,1,0,0
2025,1,セ・リーグ,2,ヤクルト,1700045,北村　拓己,62,26,132,116,9,22,16,3,0,3,34,7,6,4,0,6,0,29,1,0,1,3,0
2025,1,セ・リーグ,2,ヤクルト,1700060,阪口　皓亮,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1700084,村上　宗隆,56,55,224,187,34,51,22,7,0,22,124,47,32,2,3,0,3,64,1,4,2,5,0
2025,1,セ・リーグ,2,ヤクルト,1700087,塩見　泰隆,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1700088,金久保　優斗,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1700089,宮本　丈,80,9,106,89,4,23,19,4,0,0,27,9,14,1,1,2,0,20,2,1,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1700090,松本　直樹,18,5,36,34,0,6,5,1,0,0,7,0,2,0,0,0,0,7,3,0,0,0,1
2025,1,セ・リーグ,2,ヤクルト,1700094,山本　大貴,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,1,セ・リーグ,2,ヤクルト,1700131,増田　珠,75,19,132,116,9,27,20,4,2,1,38,11,10,4,0,2,0,19,2,1,0,1,0
2025,1,セ・リーグ,2,ヤクルト,1750696,松本　健吾,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1750800,澤井　廉,27,19,77,75,3,14,9,4,0,1,21,3,1,1,0,0,0,27,1,0,0,1,0
2025,1,セ・リーグ,2,ヤクルト,1800031,沼田　翔平,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1800033,清水　昇,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1800036,濱田　太貴,34,23,104,95,13,21,11,6,0,4,39,9,5,4,0,0,0,26,1,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1800082,山野辺　翔,17,4,24,19,2,4,3,1,0,0,5,2,2,1,1,2,0,2,0,2,0,1,0
2025,1,セ・リーグ,2,ヤクルト,1851155,石原　勇輝,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1900024,奥川　恭伸,18,17,32,24,2,5,4,1,0,0,6,0,0,0,0,8,0,13,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1900027,大西　広樹,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,1900028,長岡　秀樹,67,62,261,247,20,60,44,14,2,0,78,13,8,1,1,3,2,21,6,1,0,3,0
2025,1,セ・リーグ,2,ヤクルト,1900029,武岡　龍世,47,30,119,104,6,19,13,5,0,1,27,5,7,0,0,7,1,23,0,1,0,3,0
2025,1,セ・リーグ,2,ヤクルト,1961468,ランバート,21,21,31,28,1,3,3,0,0,0,3,1,0,0,0,3,0,13,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,2000024,木澤　尚文,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025,1,セ・リーグ,2,ヤクルト,2000025,山野　太一,14,14,27,21,1,3,2,1,0,0,4,1,1,0,0,5,0,8,0,0,0,3,0
2025,1,セ・リーグ,2,ヤクルト,2000026,内山　壮真,116,106,470,423,50,111,76,26,1,8,163,48,41,1,0,1,4,66,10,8,3,3,0
2025,1,セ・リーグ,2,ヤクルト,2000028,並木　秀尊,54,27,128,114,26,29,19,6,1,3,46,10,6,2,0,6,0,15,0,6,2,1,0
2025,1,セ・リーグ,2,ヤクルト,2000031,赤羽　由紘,103,63,290,258,22,54,40,11,1,2,73,19,18,0,0,12,2,66,2,5,3,3,0
2025,1,セ・リーグ,2,ヤクルト,2000033,丸山　翔大,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,セ・リーグ,2,ヤクルト,2000133,オスナ,141,141,574,528,38,135,99,22,0,14,199,67,40,1,6,0,5,76,13,4,1,7,0
2025,1,セ・リーグ,2,ヤクルト,2000135,サンタナ,60,57,240,212,25,58,44,11,0,3,78,15,25,3,0,0,0,65,4,1,1,1,0
