season_year,team_league_id,team_league_name,team_id,team_name,player_id,player_name,g,gs,pa,ab,r,h,h1b,h2b,h3b,hr,tb,rbi,bb,hbp,ibb,sh,sf,so,gidp,sb,cs,e,pb
2021,1,セ・リーグ,1,巨人,12000,中島　宏之,81,41,195,181,11,49,33,10,0,6,77,26,9,3,1,1,1,35,9,0,0,0,0
2021,1,セ・リーグ,1,巨人,12179,大竹　寛,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,500037,亀井　善行,92,38,206,186,15,40,24,12,1,3,63,17,13,2,1,2,3,47,3,1,1,0,0
2021,1,セ・リーグ,1,巨人,600008,山口　俊,15,15,23,22,0,0,0,0,0,0,0,0,1,0,0,0,0,14,3,0,0,3,0
2021,1,セ・リーグ,1,巨人,600026,炭谷　銀仁朗,44,18,54,48,4,9,8,0,0,1,12,7,4,0,1,1,1,17,0,0,0,0,1
2021,1,セ・リーグ,1,巨人,600037,陽　岱鋼,7,1,7,7,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,700003,坂本　勇人,117,116,487,424,53,115,70,26,0,19,198,46,58,1,4,2,2,90,4,2,3,4,0
2021,1,セ・リーグ,1,巨人,700027,梶谷　隆幸,61,60,246,227,31,64,49,10,1,4,88,23,15,3,0,0,1,40,2,11,8,1,0
2021,1,セ・リーグ,1,巨人,800043,丸　佳浩,118,108,457,392,58,104,60,21,0,23,194,55,63,0,0,0,2,120,5,5,3,0,0
2021,1,セ・リーグ,1,巨人,800054,中田　翔,34,27,106,91,6,14,7,4,0,3,27,7,14,1,0,0,0,29,3,0,0,0,0
2021,1,セ・リーグ,1,巨人,900055,野上　亮磨,9,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,900093,立岡　宗一郎,47,3,47,44,2,9,9,0,0,0,9,1,3,0,0,0,0,7,0,0,0,1,0
2021,1,セ・リーグ,1,巨人,1100038,今村　信貴,17,10,16,15,1,1,1,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1100040,高木　京介,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1100096,石川　慎吾,26,8,41,37,3,7,5,2,0,0,9,0,4,0,0,0,0,8,1,0,1,0,0
2021,1,セ・リーグ,1,巨人,1200041,菅野　智之,19,19,39,32,2,4,4,0,0,0,4,0,1,0,0,6,0,9,0,0,0,1,0
2021,1,セ・リーグ,1,巨人,1200050,井納　翔一,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1200089,鍵谷　陽平,59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1300027,小林　誠司,64,27,79,75,2,7,4,2,0,1,12,3,1,1,0,2,0,24,2,1,0,1,3
2021,1,セ・リーグ,1,巨人,1300087,古川　侑利,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1400101,岡本　和真,143,143,592,521,71,138,79,19,1,39,276,113,57,7,4,0,7,108,16,1,1,4,0
2021,1,セ・リーグ,1,巨人,1400102,戸根　千明,29,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,1,巨人,1400146,八百板　卓丸,16,0,12,12,2,2,2,0,0,0,2,1,0,0,0,0,0,4,1,0,0,0,0
2021,1,セ・リーグ,1,巨人,1400192,香月　一也,39,13,67,59,9,12,6,3,0,3,24,6,4,2,0,2,0,12,2,0,0,0,0
2021,1,セ・リーグ,1,巨人,1500015,ウィーラー,121,107,427,384,44,111,68,28,0,15,184,56,34,8,3,0,1,78,16,3,1,3,0
2021,1,セ・リーグ,1,巨人,1500041,廣岡　大志,78,26,117,106,11,20,11,2,2,5,41,15,7,3,0,0,1,25,2,2,1,2,0
2021,1,セ・リーグ,1,巨人,1500046,桜井　俊貴,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1500047,重信　慎之介,73,11,86,78,11,17,13,2,0,2,25,6,7,0,0,1,0,26,0,6,2,0,0
2021,1,セ・リーグ,1,巨人,1500052,中川　皓太,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1500054,増田　大輝,56,5,25,22,13,3,1,1,0,1,7,2,2,0,0,1,0,6,0,8,4,1,0
2021,1,セ・リーグ,1,巨人,1500113,田中　豊樹,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1600059,吉川　尚輝,108,79,329,305,35,83,64,13,1,5,113,25,17,2,2,3,2,48,4,7,0,4,0
2021,1,セ・リーグ,1,巨人,1600060,畠　世周,52,9,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1600064,大江　竜聖,47,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1600070,松原　聖弥,135,106,477,431,69,118,82,20,4,12,182,37,38,2,0,3,3,100,4,15,7,2,0
2021,1,セ・リーグ,1,巨人,1600100,高梨　雄平,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1700002,メルセデス,17,17,28,25,1,2,2,0,0,0,2,0,0,0,0,3,0,14,0,0,0,1,0
2021,1,セ・リーグ,1,巨人,1700043,岸田　行倫,27,3,24,22,1,4,3,0,1,0,6,2,2,0,0,0,0,8,0,0,0,0,1
2021,1,セ・リーグ,1,巨人,1700044,大城　卓三,125,102,386,347,36,80,57,12,0,11,125,37,33,2,4,3,1,80,11,0,0,2,2
2021,1,セ・リーグ,1,巨人,1700045,北村　拓己,53,26,103,92,13,23,16,3,0,4,38,11,8,1,1,2,0,28,4,1,0,1,0
2021,1,セ・リーグ,1,巨人,1700047,若林　晃弘,96,43,242,213,25,51,35,11,0,5,77,16,22,2,0,3,2,46,1,1,3,5,0
2021,1,セ・リーグ,1,巨人,1700049,湯浅　大,33,2,13,13,6,5,4,1,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0
2021,1,セ・リーグ,1,巨人,1800023,髙橋　優貴,27,26,49,46,1,2,1,1,0,0,3,2,1,0,0,2,0,30,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1800025,直江　大輔,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1800026,横川　凱,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,1,巨人,1800028,戸郷　翔征,26,26,53,43,2,5,5,0,0,0,5,1,2,0,0,8,0,20,2,0,0,2,0
2021,1,セ・リーグ,1,巨人,1800031,沼田　翔平,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1900012,デラロサ,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1900022,平間　隼人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1900131,ウレーニャ,4,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1900136,ビエイラ,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1900143,サンチェス,14,14,21,19,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,1961092,ハイネマン,10,6,28,25,2,4,3,1,0,0,5,2,1,2,0,0,0,6,1,0,0,0,0
2021,1,セ・リーグ,1,巨人,2000005,平内　龍太,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,2000009,秋広　優人,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,2000018,戸田　懐生,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,1,巨人,2100003,テームズ,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2021,1,セ・リーグ,1,巨人,2100004,スモーク,34,32,125,114,11,31,21,3,0,7,55,14,10,1,1,0,0,37,2,0,0,4,0
2021,1,セ・リーグ,2,ヤクルト,11983,内川　聖一,38,6,56,53,3,11,10,1,0,0,12,2,2,1,1,0,0,12,3,0,0,1,0
2021,1,セ・リーグ,2,ヤクルト,12113,石川　雅規,17,16,25,18,1,4,4,0,0,0,4,1,1,0,0,6,0,5,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,20127,雄平,1,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,20199,坂口　智隆,25,10,57,50,7,8,7,1,0,0,9,0,4,2,0,1,0,12,0,0,3,0,0
2021,1,セ・リーグ,2,ヤクルト,400021,青木　宣親,122,120,501,446,57,115,77,29,0,9,171,56,43,10,1,0,2,44,10,0,0,5,0
2021,1,セ・リーグ,2,ヤクルト,600011,川端　慎吾,91,0,93,86,8,32,25,5,1,1,42,18,7,0,1,0,0,16,2,0,0,1,0
2021,1,セ・リーグ,2,ヤクルト,700072,嶋　基宏,17,1,15,10,2,2,2,0,0,0,2,0,3,0,0,2,0,1,1,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,900044,中村　悠平,123,105,445,377,47,105,79,24,0,2,135,36,46,4,0,14,4,66,10,0,3,2,2
2021,1,セ・リーグ,2,ヤクルト,900121,バンデンハーク,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,900417,荒木　貴裕,100,9,67,55,10,11,11,0,0,0,11,5,4,1,0,6,1,9,0,2,1,1,0
2021,1,セ・リーグ,2,ヤクルト,1000132,山田　哲人,137,135,581,493,84,134,82,18,0,34,254,101,76,5,0,0,7,100,10,4,3,5,0
2021,1,セ・リーグ,2,ヤクルト,1000134,西田　明央,11,3,19,18,1,2,2,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1200075,石山　泰稚,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1200076,小川　泰弘,23,22,41,35,0,5,5,0,0,0,5,3,3,0,0,3,0,19,0,0,0,2,0
2021,1,セ・リーグ,2,ヤクルト,1300029,田口　麗斗,33,17,27,23,2,4,4,0,0,0,4,2,0,0,0,4,0,10,0,0,0,1,0
2021,1,セ・リーグ,2,ヤクルト,1300030,奥村　展征,16,3,21,20,0,1,1,0,0,0,1,0,1,0,0,0,0,5,1,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1300045,高梨　裕稔,12,12,23,22,1,1,1,0,0,0,1,0,0,0,0,1,0,11,1,0,0,1,0
2021,1,セ・リーグ,2,ヤクルト,1300092,今野　龍太,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,2,ヤクルト,1300095,西浦　直亨,92,71,276,242,27,54,40,9,0,5,78,24,24,3,3,4,3,60,8,1,1,10,0
2021,1,セ・リーグ,2,ヤクルト,1400124,太田　賢吾,29,16,79,72,4,16,11,5,0,0,21,5,5,0,0,1,1,18,3,3,2,1,0
2021,1,セ・リーグ,2,ヤクルト,1500040,原　樹理,9,8,15,13,0,2,0,2,0,0,4,3,0,1,0,1,0,7,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1500042,高橋　奎二,14,13,25,22,1,1,1,0,0,0,1,0,1,0,0,2,0,7,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1500044,山崎　晃大朗,114,47,245,215,41,53,39,10,3,1,72,12,19,1,0,10,0,53,0,8,2,1,0
2021,1,セ・リーグ,2,ヤクルト,1500045,渡邉　大樹,94,2,42,35,19,6,4,2,0,0,8,3,1,1,0,5,0,9,1,5,2,2,0
2021,1,セ・リーグ,2,ヤクルト,1600074,寺島　成輝,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1600075,星　知弥,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1600076,梅野　雄吾,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1600078,古賀　優大,54,36,125,116,12,26,24,2,0,0,28,7,4,1,1,4,0,16,1,0,0,1,2
2021,1,セ・リーグ,2,ヤクルト,1600169,長谷川　宙輝,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,2,ヤクルト,1700032,近藤　弘樹,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1700084,村上　宗隆,143,143,615,500,82,139,73,27,0,39,283,112,106,6,6,0,3,133,12,12,7,13,0
2021,1,セ・リーグ,2,ヤクルト,1700085,大下　佑馬,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1700087,塩見　泰隆,140,117,534,474,80,132,90,21,7,14,209,59,48,10,1,2,0,156,1,21,5,5,0
2021,1,セ・リーグ,2,ヤクルト,1700088,金久保　優斗,10,8,13,11,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,1,0
2021,1,セ・リーグ,2,ヤクルト,1700089,宮本　丈,62,9,92,70,9,20,15,4,0,1,27,8,12,2,0,6,2,10,0,0,1,0,0
2021,1,セ・リーグ,2,ヤクルト,1800033,清水　昇,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1800034,中山　翔太,9,3,14,11,0,1,1,0,0,0,1,1,0,3,0,0,0,3,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1800037,坂本　光士郎,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1800040,吉田　大成,18,11,52,40,8,9,7,1,0,1,13,2,11,0,0,1,0,10,1,2,1,2,0
2021,1,セ・リーグ,2,ヤクルト,1800042,松本　友,27,9,41,34,8,12,8,4,0,0,16,2,7,0,1,0,0,8,0,1,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1800142,マクガフ,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,2,ヤクルト,1800143,スアレス,24,13,22,20,0,1,1,0,0,0,1,0,0,0,0,2,0,10,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1900024,奥川　恭伸,18,18,36,30,3,2,2,0,0,0,2,0,1,0,0,5,0,17,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1900025,吉田　大喜,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,2,ヤクルト,1900026,杉山　晃基,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1900027,大西　広樹,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1900028,長岡　秀樹,5,2,10,9,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,1900029,武岡　龍世,1,1,4,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,2000025,山野　太一,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,2000026,内山　壮真,6,0,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2021,1,セ・リーグ,2,ヤクルト,2000027,元山　飛優,97,60,235,208,20,53,46,1,3,3,69,17,17,4,3,5,1,42,7,2,1,4,0
2021,1,セ・リーグ,2,ヤクルト,2000028,並木　秀尊,27,0,6,4,4,1,0,1,0,0,2,2,0,1,0,1,0,1,0,4,0,0,0
2021,1,セ・リーグ,2,ヤクルト,2000133,オスナ,120,120,495,469,42,121,82,24,2,13,188,60,22,2,2,0,2,80,18,3,0,12,0
2021,1,セ・リーグ,2,ヤクルト,2000135,サンタナ,116,114,418,372,39,108,65,23,1,19,190,62,42,3,2,0,1,103,12,2,0,2,0
2021,1,セ・リーグ,2,ヤクルト,2000139,サイスニード,13,13,24,22,1,1,1,0,0,0,1,0,0,0,0,2,0,11,1,0,0,2,0
2021,1,セ・リーグ,3,DeNA,600003,大和,106,73,294,270,18,68,53,13,0,2,87,26,19,0,3,4,1,44,7,1,2,11,0
2021,1,セ・リーグ,3,DeNA,800002,中井　大介,13,2,15,15,0,2,2,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,800022,田中　健二朗,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,800075,伊藤　光,53,47,192,160,14,34,26,6,0,2,46,13,17,2,0,12,1,43,3,1,1,2,0
2021,1,セ・リーグ,3,DeNA,1000007,国吉　佑樹,18,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2021,1,セ・リーグ,3,DeNA,1000084,宮國　椋丞,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1000140,武藤　祐太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1100059,髙城　俊人,7,1,7,4,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1
2021,1,セ・リーグ,3,DeNA,1100061,桑原　将志,135,122,571,519,84,161,106,39,2,14,246,43,44,4,1,4,0,75,12,12,7,3,0
2021,1,セ・リーグ,3,DeNA,1100062,乙坂　智,17,2,20,19,5,4,3,1,0,0,5,0,1,0,0,0,0,6,0,0,0,1,0
2021,1,セ・リーグ,3,DeNA,1200049,三嶋　一輝,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,3,DeNA,1200053,宮﨑　敏郎,141,140,569,519,61,156,108,32,0,16,236,73,41,4,3,0,5,53,15,0,0,5,0
2021,1,セ・リーグ,3,DeNA,1300031,平良　拳太郎,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1300036,平田　真吾,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1300037,三上　朋也,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1300038,関根　大気,103,21,139,124,17,28,21,6,0,1,37,4,9,1,0,5,0,27,2,2,0,1,0
2021,1,セ・リーグ,3,DeNA,1300040,砂田　毅樹,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1300093,嶺井　博希,36,22,80,74,1,14,10,4,0,0,18,7,4,2,0,0,0,24,1,0,0,0,2
2021,1,セ・リーグ,3,DeNA,1400109,山﨑　康晃,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,3,DeNA,1400110,石田　健大,33,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1400111,倉本　寿彦,46,10,74,72,5,15,15,0,0,0,15,6,2,0,0,0,0,17,2,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1400113,山下　幸輝,46,3,52,50,3,10,9,1,0,0,11,4,2,0,0,0,0,7,0,0,0,1,0
2021,1,セ・リーグ,3,DeNA,1400149,風張　蓮,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1500061,今永　昇太,19,19,40,37,1,10,9,1,0,0,11,3,1,0,0,2,0,12,1,0,0,1,0
2021,1,セ・リーグ,3,DeNA,1500063,柴田　竜拓,85,64,266,222,21,52,35,15,0,2,73,15,26,1,1,14,3,39,1,1,1,8,0
2021,1,セ・リーグ,3,DeNA,1500064,戸柱　恭孝,56,39,135,127,10,28,19,5,1,3,44,14,4,1,0,2,0,18,3,0,0,0,4
2021,1,セ・リーグ,3,DeNA,1600081,濵口　遥大,17,17,26,23,1,2,2,0,0,0,2,0,1,0,0,2,0,12,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1600084,京山　将弥,16,15,24,22,1,1,1,0,0,0,1,0,0,0,0,2,0,14,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1600085,細川　成也,37,6,44,39,3,6,5,1,0,0,7,1,3,2,0,0,0,13,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1600088,進藤　拓也,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1600089,佐野　恵太,143,143,615,545,73,165,112,34,2,17,254,72,61,5,1,0,4,73,14,0,1,4,0
2021,1,セ・リーグ,3,DeNA,1600090,笠井　崇正,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1600145,有吉　優樹,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1700006,エスコバー,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,1,セ・リーグ,3,DeNA,1700020,ソト,123,116,451,410,42,96,56,18,1,21,179,62,35,5,4,0,1,116,12,0,1,4,0
2021,1,セ・リーグ,3,DeNA,1700046,田中　俊太,58,12,60,48,10,7,7,0,0,0,7,8,7,0,0,3,2,16,0,0,1,3,0
2021,1,セ・リーグ,3,DeNA,1700058,東　克樹,3,3,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1700059,神里　和毅,88,17,118,110,13,21,14,3,0,4,36,15,6,0,1,1,1,49,1,4,3,0,0
2021,1,セ・リーグ,3,DeNA,1700060,阪口　皓亮,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1700062,櫻井　周斗,30,0,3,2,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1700064,宮本　秀明,35,0,11,10,5,2,2,0,0,0,2,0,1,0,0,0,0,6,0,2,2,0,0
2021,1,セ・リーグ,3,DeNA,1700065,楠本　泰史,76,19,127,114,9,29,20,7,0,2,42,18,10,2,1,0,1,23,1,1,4,0,0
2021,1,セ・リーグ,3,DeNA,1700066,山本　祐大,51,33,111,99,4,13,10,2,0,1,18,4,4,1,0,7,0,27,0,0,0,4,1
2021,1,セ・リーグ,3,DeNA,1700067,中川　虎大,7,5,5,4,0,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1800043,上茶谷　大河,8,7,10,7,1,1,1,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1800044,伊藤　裕季也,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1800045,大貫　晋一,22,21,39,34,0,2,2,0,0,0,2,2,2,0,0,3,0,18,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1800047,益子　京右,3,1,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1800048,知野　直人,36,8,40,34,4,6,3,1,1,1,12,3,3,1,0,2,0,12,1,0,1,1,0
2021,1,セ・リーグ,3,DeNA,1900030,森　敬斗,44,23,113,103,15,20,14,4,2,0,28,5,7,0,0,1,2,30,1,4,2,6,0
2021,1,セ・リーグ,3,DeNA,1900031,坂本　裕哉,16,16,20,16,0,1,1,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1900032,伊勢　大夢,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1900035,蝦名　達夫,31,1,21,18,1,3,3,0,0,0,3,1,3,0,0,0,0,7,2,0,0,0,0
2021,1,セ・リーグ,3,DeNA,1900125,ピープルズ,18,7,11,11,1,1,0,1,0,0,2,0,0,0,0,0,0,5,1,0,0,1,0
2021,1,セ・リーグ,3,DeNA,1900126,オースティン,107,104,439,373,60,113,59,25,1,28,224,74,60,5,2,0,1,111,9,1,0,1,0
2021,1,セ・リーグ,3,DeNA,2000034,入江　大生,4,4,6,3,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,3,DeNA,2000035,牧　秀悟,137,124,523,487,73,153,93,35,3,22,260,71,27,6,1,1,2,85,16,2,1,8,0
2021,1,セ・リーグ,3,DeNA,2000038,池谷　蒼大,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,3,DeNA,2000131,シャッケルフォード,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,1,セ・リーグ,3,DeNA,2000145,ロメロ,14,14,30,26,2,4,4,0,0,0,4,0,3,0,0,1,0,12,0,0,0,0,0
2021,1,セ・リーグ,4,中日,11771,福留　孝介,91,43,216,193,17,42,26,12,0,4,66,18,23,0,1,0,0,56,5,0,0,0,0
2021,1,セ・リーグ,4,中日,12191,山井　大介,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,セ・リーグ,4,中日,600004,平田　良介,21,15,62,58,3,9,5,2,2,0,15,4,3,1,0,0,0,13,1,1,0,0,0
2021,1,セ・リーグ,4,中日,600079,藤井　淳志,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,セ・リーグ,4,中日,700034,堂上　直倫,75,54,234,219,15,48,33,10,0,5,73,25,9,0,0,4,2,42,12,1,0,3,0
2021,1,セ・リーグ,4,中日,700035,福田　永将,110,67,305,279,21,68,37,21,2,8,117,28,22,3,0,0,1,49,6,1,2,0,0
